Datetime,Sentiment,Category,Score
2021-06-10 14:19:40,positive,public speaking,50
2020-08-11 12:27:23,positive,public speaking,75
2020-09-29 11:05:09,positive,public speaking,72
2020-11-06 03:47:07,positive,public speaking,60
2020-09-03 08:25:23,negative,public speaking,0
2020-12-21 04:25:53,positive,education,72
2021-05-24 20:53:35,positive,education,60
2020-11-17 07:52:04,positive,education,70
2021-03-06 09:55:17,positive,education,70
2021-01-04 20:53:39,negative,education,15
2021-02-15 17:47:24,negative,education,12
2021-02-24 20:10:04,positive,education,50
2020-10-06 09:04:57,positive,education,50
2020-09-11 16:51:06,negative,education,12
2021-04-04 11:16:55,positive,education,45
2021-02-13 19:08:00,positive,education,70
2021-04-05 05:18:13,negative,education,0
2021-05-23 16:32:38,negative,education,12
2021-05-24 23:17:37,positive,soccer,75
2021-01-21 08:39:21,positive,soccer,70
2020-10-11 22:44:12,positive,soccer,30
2020-12-24 02:03:44,positive,soccer,70
2020-08-21 17:43:38,negative,soccer,0
2020-11-21 01:41:39,negative,travel,12
2020-09-03 04:38:27,positive,travel,65
2020-12-25 17:12:12,positive,travel,60
2020-11-04 01:35:06,negative,travel,0
2020-09-01 23:00:39,negative,travel,5
2021-03-13 17:16:29,positive,travel,70
2020-09-12 18:48:22,positive,travel,65
2020-08-29 16:14:42,neutral,travel,20
2021-06-10 02:55:35,positive,travel,72
2020-08-14 04:59:52,positive,travel,30
2021-04-12 14:21:24,positive,travel,30
2020-10-08 08:42:03,positive,travel,72
2021-05-23 19:58:37,negative,travel,0
2021-05-31 04:03:03,positive,travel,65
2020-09-17 18:00:02,positive,travel,50
2021-05-25 21:58:30,positive,travel,60
2020-06-20 11:04:25,negative,travel,0
2021-04-08 16:42:56,positive,travel,70
2020-09-09 13:50:17,positive,travel,45
2021-05-11 17:34:51,positive,travel,50
2020-07-23 20:13:46,positive,travel,65
2021-06-11 21:21:21,positive,travel,70
2020-08-17 03:37:28,positive,travel,75
2021-05-02 21:27:34,positive,travel,72
2021-04-27 23:31:38,negative,travel,15
2021-01-01 21:12:28,negative,travel,15
2020-07-28 11:01:18,negative,travel,5
2021-02-12 22:15:57,positive,travel,50
2020-11-06 17:33:44,neutral,travel,35
2021-02-16 05:16:42,positive,travel,30
2020-07-20 16:21:17,negative,travel,0
2020-10-24 15:43:42,negative,travel,10
2021-03-09 13:47:20,negative,travel,5
2020-09-28 02:42:22,positive,public speaking,65
2021-01-24 03:47:10,negative,public speaking,0
2021-04-02 16:34:54,negative,public speaking,5
2021-02-12 23:28:40,negative,public speaking,12
2021-05-15 14:07:06,negative,public speaking,12
2020-12-23 14:23:17,positive,public speaking,60
2020-07-11 21:03:31,positive,public speaking,72
2021-04-09 23:38:12,positive,public speaking,45
2021-02-28 22:35:30,positive,public speaking,45
2020-06-19 19:44:57,negative,public speaking,12
2020-12-08 18:01:21,negative,public speaking,10
2020-11-09 13:29:31,neutral,public speaking,35
2021-03-22 14:27:13,positive,public speaking,65
2020-07-07 08:32:17,positive,public speaking,70
2021-03-12 04:13:07,negative,public speaking,0
2020-12-31 23:16:19,positive,public speaking,70
2021-04-14 23:05:50,negative,public speaking,12
2020-06-20 22:54:09,negative,public speaking,5
2021-02-05 09:09:32,negative,public speaking,15
2021-05-23 21:17:37,negative,public speaking,10
2021-02-15 13:11:32,positive,public speaking,50
2021-02-19 00:25:37,positive,public speaking,65
2021-01-18 01:28:42,neutral,public speaking,35
2021-06-07 01:06:25,neutral,public speaking,35
2020-11-09 09:34:33,positive,public speaking,75
2021-05-17 22:23:33,positive,public speaking,45
2020-09-25 10:12:10,negative,public speaking,12
2020-08-12 12:04:50,positive,public speaking,65
2020-11-26 18:34:59,negative,public speaking,0
2021-06-04 22:13:14,positive,public speaking,45
2020-07-05 16:09:19,positive,public speaking,70
2021-06-03 13:25:16,negative,public speaking,10
2020-10-08 14:38:50,positive,public speaking,75
2021-02-24 20:55:35,positive,public speaking,65
2021-03-27 12:24:51,negative,public speaking,12
2021-05-17 07:37:34,negative,public speaking,5
2020-10-15 10:31:03,negative,soccer,0
2021-04-24 12:52:43,positive,soccer,70
2021-04-02 11:36:57,positive,soccer,65
2021-05-04 17:02:21,negative,soccer,5
2021-01-26 07:21:19,negative,travel,15
2021-05-06 03:02:17,negative,travel,0
2020-06-27 15:20:17,positive,travel,65
2021-03-10 04:34:53,negative,travel,5
2020-12-09 13:11:18,positive,travel,65
2020-12-01 13:05:48,negative,travel,10
2020-11-24 03:51:20,negative,travel,15
2020-12-15 20:39:06,positive,travel,60
2021-05-09 04:48:20,negative,travel,5
2021-06-17 20:03:03,neutral,travel,20
2020-11-04 10:30:39,positive,travel,72
2020-09-10 00:55:54,positive,travel,72
2021-06-06 01:49:18,positive,travel,50
2021-02-09 17:26:22,negative,travel,5
2021-04-16 11:22:13,positive,travel,75
2020-09-18 14:32:10,negative,travel,5
2021-02-20 14:12:10,positive,travel,50
2020-08-14 05:25:01,positive,travel,50
2020-10-18 22:46:53,negative,travel,10
2020-10-30 03:41:24,positive,veganism,60
2021-01-26 14:35:38,negative,veganism,10
2021-03-13 23:54:33,positive,veganism,70
2021-03-12 20:47:43,positive,veganism,30
2020-07-15 18:27:54,negative,veganism,12
2020-07-26 22:20:03,negative,veganism,12
2021-04-02 04:54:27,positive,veganism,60
2021-05-16 09:09:16,positive,veganism,60
2021-05-28 00:25:16,negative,veganism,12
2020-11-25 09:28:06,positive,veganism,50
2021-05-25 13:19:23,positive,veganism,70
2020-09-13 09:44:04,negative,veganism,10
2021-04-11 17:19:27,negative,veganism,12
2020-10-23 21:01:19,positive,veganism,75
2021-06-01 07:43:26,positive,veganism,65
2020-07-04 16:40:20,negative,veganism,0
2020-07-24 11:03:25,positive,veganism,75
2021-03-02 19:17:06,negative,veganism,15
2021-04-20 12:13:54,positive,veganism,75
2020-08-25 04:46:40,neutral,veganism,35
2020-12-07 15:19:15,negative,veganism,15
2020-12-14 22:00:15,neutral,veganism,35
2020-08-16 16:14:14,neutral,veganism,20
2020-09-20 11:43:37,negative,veganism,12
2020-09-14 16:38:45,negative,veganism,12
2020-09-20 21:40:05,positive,veganism,70
2020-10-31 18:17:34,positive,veganism,30
2021-01-15 21:13:36,positive,veganism,60
2020-10-26 09:09:03,negative,veganism,15
2020-07-09 14:53:13,positive,veganism,30
2020-08-22 18:11:56,positive,veganism,70
2020-09-10 19:30:42,neutral,veganism,35
2020-08-07 08:59:39,negative,veganism,10
2021-01-12 23:43:40,positive,veganism,70
2021-06-03 09:25:08,neutral,veganism,20
2020-07-21 02:54:53,negative,veganism,0
2020-07-12 11:52:47,negative,veganism,12
2021-05-30 19:24:01,negative,veganism,10
2020-10-29 02:29:48,positive,veganism,45
2020-06-30 13:41:11,negative,veganism,10
2021-05-12 05:24:30,neutral,tennis,20
2021-01-19 05:52:23,negative,tennis,12
2021-05-20 12:47:31,neutral,tennis,20
2020-06-21 20:56:45,positive,tennis,75
2020-07-01 18:27:33,positive,tennis,60
2021-05-19 04:08:22,positive,tennis,70
2021-01-16 01:45:11,positive,tennis,70
2020-11-07 23:21:02,positive,tennis,65
2021-04-04 16:50:45,negative,tennis,10
2021-01-08 20:20:39,negative,tennis,0
2020-12-17 02:10:13,positive,tennis,75
2020-06-21 19:23:13,negative,tennis,12
2021-01-11 08:40:43,negative,tennis,12
2021-03-12 05:46:27,positive,tennis,60
2020-09-12 00:42:41,neutral,tennis,35
2020-11-11 11:30:50,neutral,tennis,20
2021-03-03 06:13:46,positive,tennis,75
2021-02-28 02:41:38,positive,tennis,65
2020-12-26 19:22:11,positive,tennis,70
2021-04-13 05:12:33,negative,tennis,0
2020-10-25 19:24:29,negative,tennis,5
2021-01-05 22:49:29,positive,tennis,50
2020-08-07 01:57:32,negative,tennis,15
2020-07-11 08:10:35,negative,tennis,10
2020-12-09 04:15:25,positive,tennis,65
2021-01-21 06:51:02,neutral,tennis,35
2021-03-20 01:19:03,neutral,tennis,20
2020-12-16 15:44:30,neutral,tennis,35
2021-03-10 03:48:17,positive,tennis,72
2021-01-16 16:07:27,positive,tennis,30
2020-07-03 17:27:06,positive,tennis,50
2020-11-23 13:22:09,positive,tennis,75
2021-05-15 14:34:41,positive,tennis,65
2021-06-15 03:20:43,positive,tennis,60
2020-10-02 04:37:01,positive,tennis,70
2020-06-23 02:28:28,neutral,tennis,20
2020-08-20 09:47:38,positive,tennis,50
2020-12-22 15:25:31,negative,tennis,10
2020-11-26 02:26:56,positive,technology,30
2020-12-05 03:55:09,positive,technology,70
2020-11-28 04:00:44,positive,technology,30
2020-07-23 04:14:59,positive,technology,75
2020-10-16 08:12:43,neutral,technology,35
2021-05-23 22:02:49,positive,technology,72
2021-06-13 06:27:05,positive,technology,30
2020-12-06 00:59:35,positive,technology,60
2020-08-17 05:42:11,negative,technology,15
2021-04-19 11:12:42,positive,technology,70
2021-01-13 18:46:03,neutral,technology,35
2020-09-07 18:59:02,negative,technology,0
2021-06-01 05:18:00,positive,technology,65
2021-02-13 01:45:01,positive,technology,65
2020-12-11 15:47:39,positive,technology,70
2020-11-14 23:27:37,positive,technology,75
2021-04-10 19:39:15,positive,technology,70
2020-11-22 10:30:11,neutral,technology,35
2020-09-15 05:11:25,negative,technology,12
2021-06-07 14:04:12,positive,technology,60
2021-01-27 09:23:59,negative,technology,15
2020-06-23 20:28:52,positive,technology,65
2021-02-08 06:07:25,positive,technology,60
2021-03-12 18:33:08,positive,technology,45
2020-08-22 20:27:24,positive,technology,70
2021-01-01 22:46:11,positive,technology,45
2020-06-23 10:02:53,negative,technology,10
2021-03-20 10:59:39,negative,technology,10
2021-01-02 15:40:52,positive,technology,65
2021-02-27 13:35:43,positive,technology,70
2020-09-01 00:53:42,neutral,technology,20
2020-10-13 03:33:53,positive,technology,65
2020-10-20 01:05:51,positive,technology,70
2021-03-21 07:15:17,neutral,technology,20
2021-04-28 20:58:54,negative,technology,12
2021-02-28 12:17:18,positive,technology,70
2020-11-24 03:43:17,positive,technology,65
2021-05-22 08:21:11,negative,technology,15
2020-08-03 15:47:26,positive,technology,65
2020-07-19 17:11:55,neutral,technology,20
2020-08-10 19:38:41,negative,technology,10
2020-11-23 06:16:15,positive,technology,60
2020-07-28 05:10:49,positive,technology,70
2020-07-18 20:49:58,negative,technology,15
2020-09-18 02:35:05,positive,technology,72
2020-10-22 09:39:39,neutral,technology,20
2020-12-01 19:12:21,positive,technology,70
2020-09-13 15:49:33,positive,technology,30
2020-06-25 22:23:56,positive,technology,70
2020-08-02 22:04:09,positive,technology,45
2020-07-22 18:49:16,positive,technology,75
2020-08-25 12:23:06,positive,technology,75
2020-07-08 13:41:02,negative,technology,0
2020-07-03 07:19:38,positive,technology,30
2020-12-04 08:13:04,positive,technology,75
2020-08-22 22:34:51,positive,technology,60
2020-09-05 21:01:14,neutral,technology,35
2021-06-11 08:08:07,positive,technology,72
2020-08-30 10:16:32,negative,animals,5
2020-07-24 01:16:11,neutral,animals,35
2020-10-05 08:08:05,neutral,animals,20
2020-07-01 12:15:33,negative,animals,15
2020-10-12 14:17:09,positive,animals,72
2020-06-28 11:50:31,positive,animals,60
2021-03-03 03:06:37,positive,animals,75
2020-11-23 23:20:38,neutral,animals,35
2021-01-07 14:49:14,negative,animals,15
2020-06-28 21:16:03,positive,animals,65
2020-11-17 18:49:13,negative,animals,5
2021-01-16 23:06:10,positive,animals,45
2020-12-26 08:14:19,negative,animals,0
2021-06-06 16:13:02,negative,animals,5
2021-01-20 12:57:21,neutral,animals,20
2021-03-17 07:37:15,positive,animals,72
2020-06-26 06:25:20,negative,animals,15
2021-01-16 22:57:41,negative,animals,5
2020-06-21 10:39:08,neutral,animals,35
2020-06-27 02:17:42,positive,animals,75
2020-12-09 08:18:38,positive,animals,50
2021-02-26 17:32:42,neutral,animals,20
2020-11-14 00:40:44,negative,animals,0
2020-12-04 19:16:15,negative,animals,15
2021-05-27 18:33:14,negative,animals,5
2021-02-06 08:50:52,negative,animals,15
2020-06-27 04:59:53,neutral,animals,35
2020-11-29 14:54:18,positive,animals,50
2020-08-12 16:37:59,neutral,animals,20
2020-11-13 05:59:17,positive,animals,75
2021-04-06 06:10:16,negative,animals,12
2020-07-24 02:26:47,positive,animals,70
2021-05-25 15:23:34,negative,animals,0
2020-09-11 23:04:00,positive,animals,72
2020-06-26 19:40:53,positive,dogs,72
2021-02-09 05:17:24,neutral,dogs,20
2021-06-17 14:49:19,positive,dogs,72
2020-10-16 08:30:30,negative,dogs,0
2020-08-01 13:31:11,positive,dogs,30
2021-03-08 14:16:46,negative,dogs,15
2020-09-24 05:05:03,positive,dogs,45
2020-12-13 17:47:05,negative,dogs,12
2020-09-01 06:34:19,positive,dogs,75
2020-12-01 06:01:09,negative,dogs,10
2020-07-23 19:13:13,negative,dogs,15
2020-08-27 02:00:37,negative,dogs,5
2021-05-21 16:24:56,positive,dogs,75
2020-09-09 06:56:54,positive,dogs,70
2020-09-26 10:52:09,positive,dogs,65
2020-12-07 10:11:16,neutral,dogs,35
2020-08-16 10:14:07,positive,dogs,30
2020-08-21 03:57:32,negative,dogs,12
2021-01-02 10:56:27,positive,dogs,50
2021-05-10 15:05:14,negative,dogs,0
2021-05-07 17:17:31,negative,dogs,15
2020-11-05 04:52:05,positive,dogs,65
2021-01-13 19:15:17,negative,dogs,0
2020-09-29 03:02:41,positive,dogs,70
2021-05-05 18:20:16,positive,dogs,60
2021-06-14 05:04:39,positive,dogs,60
2020-08-01 01:52:35,positive,dogs,60
2020-12-27 22:02:53,negative,soccer,10
2020-06-22 04:28:22,negative,soccer,12
2021-05-14 06:29:43,negative,soccer,12
2020-09-01 12:38:42,positive,soccer,70
2020-06-20 06:53:17,negative,soccer,0
2020-09-22 10:35:50,negative,soccer,15
2020-10-02 19:23:10,positive,soccer,70
2020-08-23 18:37:20,positive,soccer,60
2021-06-18 05:40:08,neutral,soccer,35
2021-02-06 01:15:35,positive,soccer,50
2021-06-13 12:24:44,negative,soccer,10
2020-08-29 00:12:22,negative,soccer,10
2020-08-18 03:51:39,positive,soccer,45
2020-06-18 14:43:40,positive,soccer,50
2020-10-18 20:23:42,positive,soccer,70
2021-03-18 18:41:44,positive,soccer,72
2021-02-11 03:24:16,positive,soccer,70
2021-03-24 16:35:17,positive,soccer,60
2020-07-22 17:59:56,positive,soccer,70
2020-08-15 12:01:58,neutral,soccer,20
2020-12-07 11:01:17,positive,soccer,60
2020-09-15 07:23:13,negative,soccer,10
2020-11-17 00:33:12,positive,soccer,72
2020-08-19 21:52:52,negative,soccer,15
2021-05-21 00:15:06,negative,soccer,10
2020-08-29 04:02:13,positive,soccer,30
2021-02-24 15:49:23,positive,soccer,60
2021-03-18 17:45:37,positive,soccer,70
2021-03-03 18:12:15,positive,soccer,70
2020-12-25 02:07:20,negative,soccer,15
2021-05-07 11:25:32,positive,soccer,75
2020-07-29 12:13:16,positive,soccer,70
2020-07-13 15:52:01,negative,soccer,15
2020-09-10 15:16:05,neutral,soccer,35
2020-07-20 05:11:04,positive,soccer,50
2020-11-11 04:13:10,neutral,technology,20
2020-07-21 22:27:51,negative,technology,5
2021-04-08 18:57:32,positive,technology,45
2021-01-27 06:59:27,positive,technology,50
2021-01-14 12:44:57,negative,technology,5
2020-12-16 13:54:55,positive,technology,60
2021-01-05 11:37:46,positive,technology,75
2020-10-30 11:17:26,positive,technology,75
2021-01-09 08:17:58,positive,technology,70
2020-07-22 19:22:58,positive,technology,65
2020-11-01 06:30:29,negative,technology,0
2021-04-17 23:08:04,neutral,technology,20
2020-07-05 17:35:09,positive,technology,50
2020-08-22 15:24:41,positive,technology,50
2020-12-19 07:33:18,positive,technology,60
2021-05-04 22:44:03,positive,technology,45
2021-06-01 22:22:10,positive,technology,45
2021-06-14 22:02:35,positive,technology,60
2020-07-23 06:40:50,positive,technology,45
2020-12-13 01:49:40,positive,technology,70
2021-02-15 11:10:43,positive,technology,45
2020-12-06 04:04:47,neutral,technology,35
2020-09-19 01:16:18,positive,technology,70
2020-10-22 16:02:07,positive,technology,72
2020-07-29 18:58:56,positive,technology,75
2021-03-27 21:30:15,positive,technology,70
2021-04-24 10:33:38,negative,technology,5
2021-04-27 18:16:25,positive,technology,45
2020-12-15 13:08:50,positive,technology,70
2021-05-09 08:09:38,positive,technology,60
2020-11-22 20:11:15,positive,technology,45
2021-01-20 02:04:06,positive,technology,30
2021-01-02 16:40:06,positive,technology,30
2021-02-03 23:04:16,positive,technology,30
2021-03-03 00:14:31,positive,technology,70
2021-04-14 16:01:15,neutral,technology,20
2021-03-27 17:36:22,positive,technology,70
2021-02-13 08:15:41,positive,technology,65
2020-09-16 15:06:48,negative,technology,0
2021-04-15 18:57:08,negative,technology,5
2021-04-25 02:45:24,positive,technology,60
2020-11-07 05:19:31,neutral,technology,35
2021-01-11 19:35:16,negative,technology,10
2020-09-07 17:38:25,positive,technology,75
2020-10-04 21:04:56,positive,technology,72
2020-07-07 01:29:08,negative,technology,10
2020-12-13 23:04:03,neutral,technology,35
2020-09-23 14:38:19,neutral,veganism,35
2020-11-25 06:59:01,positive,veganism,30
2021-05-23 19:43:49,positive,veganism,72
2020-06-26 19:59:17,negative,veganism,5
2020-12-01 15:15:58,positive,veganism,65
2020-10-05 23:20:19,negative,veganism,5
2021-05-28 02:01:58,neutral,veganism,20
2021-01-04 00:34:24,positive,veganism,60
2021-04-06 04:27:21,positive,veganism,50
2020-11-08 10:50:42,negative,veganism,15
2020-09-23 18:41:00,negative,veganism,5
2021-06-07 05:28:44,negative,soccer,5
2020-09-03 01:00:40,positive,soccer,75
2020-07-12 11:17:41,negative,soccer,0
2020-11-15 07:34:07,positive,soccer,72
2020-08-21 03:58:01,positive,soccer,75
2020-12-12 03:19:34,negative,soccer,0
2021-01-11 18:58:55,positive,soccer,70
2020-07-02 16:46:04,positive,soccer,65
2020-10-21 19:33:24,positive,soccer,70
2021-03-07 03:51:55,negative,soccer,0
2021-05-24 00:53:20,positive,soccer,45
2021-03-11 09:03:54,negative,soccer,15
2020-06-28 15:22:50,positive,soccer,45
2021-01-21 05:43:08,positive,soccer,72
2021-01-13 04:56:18,negative,soccer,10
2020-08-16 18:38:05,negative,soccer,10
2020-06-27 03:12:55,neutral,soccer,20
2020-08-04 07:27:05,positive,soccer,75
2020-12-28 02:19:03,neutral,soccer,35
2021-05-26 06:53:32,positive,soccer,45
2021-04-05 07:53:56,positive,soccer,72
2021-01-13 06:47:05,negative,soccer,15
2020-10-06 19:44:58,negative,soccer,5
2020-07-24 00:33:35,positive,soccer,30
2020-08-14 23:39:52,positive,soccer,70
2020-10-12 20:03:31,negative,soccer,5
2020-08-16 16:52:23,positive,soccer,50
2020-10-31 21:53:43,positive,soccer,45
2021-03-01 05:23:10,negative,soccer,5
2020-10-16 06:31:55,positive,soccer,50
2020-07-07 16:42:54,positive,soccer,70
2021-03-28 00:47:48,positive,soccer,72
2021-01-25 19:11:51,positive,soccer,72
2020-10-01 09:00:00,negative,soccer,15
2021-06-17 06:23:35,positive,soccer,72
2020-11-28 14:16:07,neutral,soccer,20
2021-04-16 12:00:26,negative,soccer,5
2021-05-06 16:54:27,positive,soccer,45
2021-01-07 20:01:48,positive,soccer,65
2021-04-07 16:36:26,negative,soccer,5
2020-10-09 21:06:14,negative,soccer,15
2021-02-16 16:23:04,positive,soccer,65
2021-02-14 06:10:06,neutral,soccer,35
2020-12-18 20:24:11,neutral,soccer,20
2021-02-03 06:46:35,neutral,fitness,35
2021-03-08 09:29:36,positive,fitness,50
2021-04-16 00:48:55,negative,fitness,10
2020-11-18 09:05:25,positive,fitness,50
2020-12-06 13:57:15,negative,fitness,12
2021-06-10 10:19:27,positive,fitness,75
2020-08-09 21:52:51,positive,fitness,50
2020-10-25 23:05:27,neutral,fitness,35
2021-03-09 19:26:00,negative,fitness,5
2021-06-10 12:14:52,positive,fitness,72
2020-08-21 19:50:45,negative,fitness,10
2021-01-20 07:14:06,positive,fitness,70
2020-08-21 20:13:01,positive,fitness,75
2020-09-11 09:47:20,positive,fitness,50
2021-03-11 21:07:30,negative,fitness,15
2021-02-04 10:53:11,positive,fitness,50
2020-07-24 12:30:27,positive,fitness,70
2020-09-28 17:29:06,negative,fitness,5
2021-02-28 21:06:15,positive,education,70
2021-03-16 13:48:13,neutral,education,35
2020-10-01 05:02:49,positive,education,45
2020-10-09 19:46:35,positive,education,30
2021-05-16 09:58:04,negative,education,10
2020-10-28 15:05:06,positive,education,50
2020-12-24 11:15:07,positive,education,30
2020-08-11 18:55:51,positive,education,72
2020-06-27 08:23:53,positive,education,45
2021-06-06 02:55:02,neutral,education,35
2020-11-19 10:01:28,positive,education,45
2020-10-14 08:52:43,positive,education,50
2021-06-02 19:24:05,negative,education,5
2020-11-18 16:28:38,positive,education,72
2020-08-11 09:09:22,neutral,education,20
2021-03-18 03:15:12,positive,education,50
2021-04-02 18:41:10,positive,education,50
2020-08-31 20:01:40,negative,education,5
2021-04-20 21:48:46,negative,education,12
2021-02-13 13:18:39,positive,education,75
2020-07-28 22:32:38,positive,education,72
2021-03-12 18:40:58,positive,education,60
2020-08-20 01:39:37,neutral,education,20
2020-12-29 07:59:39,neutral,education,35
2021-01-01 02:54:27,positive,education,45
2021-01-30 14:32:49,positive,education,30
2020-08-21 04:50:54,negative,education,12
2020-11-06 10:34:09,negative,education,5
2021-03-25 15:34:53,positive,education,70
2021-01-07 17:26:21,neutral,education,35
2021-05-27 12:04:34,positive,education,70
2020-07-23 13:56:22,negative,education,5
2021-06-17 11:52:58,positive,education,60
2020-08-31 23:36:28,neutral,education,35
2020-07-09 18:44:12,positive,education,45
2021-01-25 12:39:40,negative,education,0
2021-03-08 08:39:01,positive,education,30
2021-01-17 02:08:31,positive,education,60
2021-03-20 09:26:09,positive,education,60
2020-08-24 19:44:49,positive,education,60
2021-04-09 00:41:02,negative,animals,0
2020-10-27 23:23:55,positive,animals,60
2021-02-14 20:37:20,positive,animals,50
2020-08-22 03:33:29,positive,animals,30
2021-04-06 09:09:33,positive,animals,70
2020-10-18 01:21:28,positive,animals,65
2020-08-09 14:26:05,positive,animals,30
2021-03-04 00:11:03,positive,animals,50
2021-06-09 03:11:01,neutral,animals,20
2020-11-17 07:00:09,negative,animals,0
2020-12-22 02:00:44,negative,animals,10
2021-01-12 10:27:12,negative,animals,12
2021-05-05 19:53:02,positive,animals,70
2020-09-01 07:17:09,negative,animals,10
2021-01-25 04:45:37,positive,animals,30
2020-06-30 16:53:26,positive,animals,70
2020-12-10 17:16:31,positive,animals,72
2020-08-04 23:23:40,negative,animals,0
2020-07-24 07:41:54,negative,animals,10
2020-07-16 15:04:43,negative,animals,15
2021-02-15 17:49:13,negative,animals,5
2020-09-15 12:36:08,neutral,tennis,20
2021-05-26 07:47:45,negative,tennis,0
2020-12-02 16:57:29,negative,tennis,5
2021-01-22 02:10:26,positive,tennis,65
2020-10-31 17:18:31,negative,tennis,5
2020-07-28 11:21:18,neutral,tennis,20
2020-12-09 20:08:32,negative,tennis,5
2020-12-04 04:10:26,negative,tennis,12
2020-07-06 17:21:03,neutral,tennis,35
2020-08-13 04:55:57,positive,tennis,50
2021-05-24 10:56:00,positive,tennis,30
2021-05-12 00:04:16,positive,tennis,70
2020-12-29 22:44:22,positive,tennis,60
2020-08-07 21:46:15,negative,tennis,12
2020-09-08 04:01:30,positive,tennis,60
2020-10-03 14:38:58,positive,tennis,45
2021-01-30 20:21:33,negative,tennis,5
2021-02-13 00:28:29,positive,tennis,70
2021-01-18 18:45:26,positive,tennis,70
2020-10-13 10:54:38,positive,tennis,45
2021-01-18 11:44:42,negative,tennis,10
2021-01-03 04:37:29,neutral,tennis,20
2020-10-08 15:18:06,negative,tennis,12
2020-11-01 16:53:24,positive,tennis,50
2020-08-09 09:41:46,positive,tennis,72
2021-01-28 08:22:59,negative,tennis,12
2020-07-04 09:50:27,negative,tennis,10
2020-08-27 21:56:51,neutral,science,35
2020-09-08 12:49:27,positive,science,60
2020-09-07 14:41:21,negative,science,10
2021-02-16 19:32:28,positive,science,70
2021-04-20 11:09:09,negative,science,0
2020-08-21 23:45:20,negative,science,10
2020-10-28 14:56:08,negative,science,10
2021-06-09 02:08:01,positive,science,65
2020-09-04 21:10:44,negative,science,5
2020-12-01 22:37:46,neutral,science,20
2021-06-09 00:41:32,positive,science,72
2020-09-03 09:49:40,positive,dogs,72
2021-03-23 09:39:15,negative,dogs,0
2020-09-10 22:13:31,positive,dogs,50
2021-03-30 06:03:50,positive,dogs,50
2020-10-01 18:22:37,negative,dogs,12
2020-09-11 02:44:51,neutral,dogs,20
2020-09-11 15:52:23,negative,dogs,10
2021-02-17 21:42:26,neutral,dogs,20
2020-06-27 06:48:09,positive,studying,72
2020-08-27 06:32:26,positive,studying,75
2020-12-17 06:08:30,negative,studying,12
2021-02-05 20:47:28,negative,studying,15
2020-10-31 12:40:41,negative,studying,5
2020-10-17 22:47:11,negative,veganism,15
2020-06-20 23:50:35,positive,veganism,70
2021-05-21 12:26:38,positive,veganism,50
2020-07-01 22:17:35,positive,veganism,72
2020-12-31 19:41:25,neutral,veganism,20
2021-05-28 22:01:43,positive,veganism,60
2020-11-20 12:46:32,positive,veganism,70
2020-08-22 13:26:49,positive,veganism,65
2021-03-11 14:44:01,negative,tennis,12
2021-06-08 16:10:53,negative,tennis,10
2020-08-26 14:32:13,negative,tennis,0
2020-10-29 15:09:44,positive,tennis,65
2020-11-29 03:31:42,negative,tennis,12
2020-11-08 01:52:12,positive,tennis,75
2020-11-23 03:13:21,positive,tennis,65
2020-06-27 08:16:43,negative,tennis,10
2021-06-01 08:01:51,neutral,tennis,20
2020-11-11 08:26:15,negative,tennis,15
2020-08-07 02:02:12,positive,tennis,50
2021-06-17 06:21:26,neutral,tennis,20
2020-08-05 19:41:08,positive,tennis,30
2020-11-06 19:59:42,positive,tennis,65
2020-10-06 16:33:22,positive,tennis,60
2020-10-20 00:59:33,negative,tennis,5
2020-07-15 12:21:17,positive,tennis,45
2021-03-25 18:32:57,positive,tennis,70
2021-06-05 05:30:01,positive,tennis,70
2020-09-28 19:16:32,negative,tennis,15
2021-05-02 06:03:32,negative,tennis,0
2021-03-14 06:47:46,positive,tennis,70
2021-02-22 23:55:18,positive,tennis,75
2020-11-19 03:51:12,positive,tennis,60
2020-11-07 17:14:56,positive,tennis,72
2021-01-27 01:12:11,positive,tennis,72
2021-03-13 05:59:02,neutral,tennis,20
2020-11-08 03:56:38,negative,tennis,12
2021-02-26 18:30:51,negative,tennis,10
2020-12-10 23:19:06,positive,tennis,75
2021-03-31 00:08:56,negative,tennis,15
2020-10-21 09:30:18,positive,tennis,65
2021-04-28 03:30:22,positive,tennis,70
2020-08-28 17:39:59,positive,tennis,30
2021-04-10 05:20:42,neutral,tennis,35
2020-07-25 19:33:22,positive,tennis,60
2020-06-27 12:59:00,negative,tennis,10
2020-08-10 14:04:56,positive,tennis,70
2021-01-29 21:05:06,neutral,tennis,20
2020-06-28 04:57:44,positive,tennis,60
2020-07-11 21:00:53,positive,tennis,50
2021-01-16 16:48:30,negative,tennis,10
2021-04-13 07:22:16,positive,cooking,30
2021-02-11 06:18:16,positive,cooking,75
2020-07-06 23:47:43,positive,cooking,75
2020-11-21 16:04:09,negative,cooking,15
2021-05-31 04:39:00,neutral,cooking,35
2021-02-24 18:21:42,negative,cooking,0
2020-12-24 19:18:48,positive,cooking,45
2021-05-25 07:32:01,positive,cooking,70
2021-03-19 01:23:35,positive,cooking,50
2020-07-25 01:48:44,positive,cooking,60
2020-06-22 17:30:41,positive,cooking,65
2021-05-19 03:38:47,positive,cooking,60
2020-07-04 05:59:03,negative,cooking,0
2020-12-28 19:17:38,negative,cooking,10
2021-03-15 03:08:39,positive,cooking,50
2021-04-11 01:55:17,positive,cooking,45
